Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1928	wheeler240	1546753538.714	   109.357	0	0	0	0	./wrapper1.sh \[2.4,3.0,1928\] > conn.log
1925	wheeler232	1546753527.718	   123.953	0	0	0	0	./wrapper1.sh \[2.4,2.4,1925\] > conn.log
1929	wheeler236	1546753542.768	   110.509	0	0	0	0	./wrapper1.sh \[2.4,3.2,1929\] > conn.log
1930	wheeler237	1546753545.278	   109.604	0	0	0	0	./wrapper1.sh \[2.4,3.4,1930\] > conn.log
1931	wheeler233	1546753608.030	   109.684	0	0	0	0	./wrapper1.sh \[2.4,3.6,1931\] > conn.log
1932	wheeler235	1546753611.901	   108.062	0	0	0	0	./wrapper1.sh \[2.4,3.8,1932\] > conn.log
1933	wheeler246	1546753619.598	   108.108	0	0	0	0	./wrapper1.sh \[2.4,4.0,1933\] > conn.log
1935	wheeler228	1546753626.037	   104.449	0	0	0	0	./wrapper1.sh \[2.4,4.4,1935\] > conn.log
1938	wheeler230	1546753637.545	    99.016	0	0	0	0	./wrapper1.sh \[2.4,5.0,1938\] > conn.log
1939	wheeler240	1546753648.085	    88.681	0	0	0	0	./wrapper1.sh \[2.6,-5.0,1939\] > conn.log
1937	wheeler239	1546753637.176	   100.434	0	0	0	0	./wrapper1.sh \[2.4,4.8,1937\] > conn.log
1936	wheeler231	1546753630.299	   107.789	0	0	0	0	./wrapper1.sh \[2.4,4.6,1936\] > conn.log
1940	wheeler232	1546753651.742	    88.149	0	0	0	0	./wrapper1.sh \[2.6,-4.8,1940\] > conn.log
1941	wheeler236	1546753653.332	    89.411	0	0	0	0	./wrapper1.sh \[2.6,-4.6,1941\] > conn.log
1942	wheeler237	1546753654.894	    88.244	0	0	0	0	./wrapper1.sh \[2.6,-4.4,1942\] > conn.log
1934	wheeler238	1546753624.697	   137.744	0	0	0	0	./wrapper1.sh \[2.4,4.2,1934\] > conn.log
1943	wheeler233	1546753717.730	    90.305	0	0	0	0	./wrapper1.sh \[2.6,-4.2,1943\] > conn.log
1944	wheeler235	1546753719.976	    89.520	0	0	0	0	./wrapper1.sh \[2.6,-4.0,1944\] > conn.log
1945	wheeler246	1546753727.720	    89.272	0	0	0	0	./wrapper1.sh \[2.6,-3.8,1945\] > conn.log
1946	wheeler228	1546753730.499	    88.914	0	0	0	0	./wrapper1.sh \[2.6,-3.6,1946\] > conn.log
1948	wheeler240	1546753736.778	    88.779	0	0	0	0	./wrapper1.sh \[2.6,-3.2,1948\] > conn.log
1947	wheeler230	1546753736.574	    89.219	0	0	0	0	./wrapper1.sh \[2.6,-3.4,1947\] > conn.log
1949	wheeler239	1546753737.623	    89.682	0	0	0	0	./wrapper1.sh \[2.6,-3.0,1949\] > conn.log
1950	wheeler231	1546753738.098	    90.254	0	0	0	0	./wrapper1.sh \[2.6,-2.8,1950\] > conn.log
1951	wheeler232	1546753739.904	    91.611	0	0	0	0	./wrapper1.sh \[2.6,-2.6,1951\] > conn.log
1953	wheeler237	1546753743.149	    89.125	0	0	0	0	./wrapper1.sh \[2.6,-2.2,1953\] > conn.log
1952	wheeler236	1546753742.755	    90.421	0	0	0	0	./wrapper1.sh \[2.6,-2.4,1952\] > conn.log
1954	wheeler238	1546753762.458	    89.759	0	0	0	0	./wrapper1.sh \[2.6,-2.0,1954\] > conn.log
1955	wheeler233	1546753808.052	    89.192	0	0	0	0	./wrapper1.sh \[2.6,-1.8,1955\] > conn.log
1956	wheeler235	1546753809.508	    89.948	0	0	0	0	./wrapper1.sh \[2.6,-1.6,1956\] > conn.log
1957	wheeler246	1546753817.004	    90.911	0	0	0	0	./wrapper1.sh \[2.6,-1.4,1957\] > conn.log
1958	wheeler228	1546753819.426	    91.830	0	0	0	0	./wrapper1.sh \[2.6,-1.2,1958\] > conn.log
1960	wheeler230	1546753825.805	    95.086	0	0	0	0	./wrapper1.sh \[2.6,-0.8,1960\] > conn.log
1959	wheeler240	1546753825.571	    95.451	0	0	0	0	./wrapper1.sh \[2.6,-1.0,1959\] > conn.log
1962	wheeler231	1546753828.365	    93.703	0	0	0	0	./wrapper1.sh \[2.6,-0.4,1962\] > conn.log
1961	wheeler239	1546753827.317	    96.259	0	0	0	0	./wrapper1.sh \[2.6,-0.6,1961\] > conn.log
1964	wheeler237	1546753832.285	    93.794	0	0	0	0	./wrapper1.sh \[2.6,0.0,1964\] > conn.log
1965	wheeler236	1546753833.188	    93.654	0	0	0	0	./wrapper1.sh \[2.6,0.2,1965\] > conn.log
1963	wheeler232	1546753831.528	    95.885	0	0	0	0	./wrapper1.sh \[2.6,-0.2,1963\] > conn.log
1966	wheeler238	1546753852.229	    94.906	0	0	0	0	./wrapper1.sh \[2.6,0.4,1966\] > conn.log
1967	wheeler233	1546753897.266	    94.493	0	0	0	0	./wrapper1.sh \[2.6,0.6,1967\] > conn.log
1968	wheeler235	1546753899.519	    93.950	0	0	0	0	./wrapper1.sh \[2.6,0.8,1968\] > conn.log
1969	wheeler246	1546753907.966	    96.490	0	0	0	0	./wrapper1.sh \[2.6,1.0,1969\] > conn.log
1970	wheeler228	1546753911.270	    95.237	0	0	0	0	./wrapper1.sh \[2.6,1.2,1970\] > conn.log
1972	wheeler240	1546753921.033	   101.164	0	0	0	0	./wrapper1.sh \[2.6,1.6,1972\] > conn.log
1971	wheeler230	1546753920.904	   103.973	0	0	0	0	./wrapper1.sh \[2.6,1.4,1971\] > conn.log
1973	wheeler231	1546753922.088	   103.615	0	0	0	0	./wrapper1.sh \[2.6,1.8,1973\] > conn.log
1975	wheeler237	1546753926.092	   107.816	0	0	0	0	./wrapper1.sh \[2.6,2.2,1975\] > conn.log
1974	wheeler239	1546753923.589	   112.023	0	0	0	0	./wrapper1.sh \[2.6,2.0,1974\] > conn.log
1977	wheeler232	1546753927.428	   110.782	0	0	0	0	./wrapper1.sh \[2.6,2.6,1977\] > conn.log
1978	wheeler238	1546753947.148	   110.365	0	0	0	0	./wrapper1.sh \[2.6,2.8,1978\] > conn.log
1976	wheeler236	1546753926.854	   170.990	0	0	0	0	./wrapper1.sh \[2.6,2.4,1976\] > conn.log
1979	wheeler233	1546753991.776	   112.398	0	0	0	0	./wrapper1.sh \[2.6,3.0,1979\] > conn.log
1980	wheeler235	1546753993.482	   111.165	0	0	0	0	./wrapper1.sh \[2.6,3.2,1980\] > conn.log
1981	wheeler246	1546754004.469	   111.919	0	0	0	0	./wrapper1.sh \[2.6,3.4,1981\] > conn.log
1982	wheeler228	1546754006.521	   111.830	0	0	0	0	./wrapper1.sh \[2.6,3.6,1982\] > conn.log
1983	wheeler240	1546754022.213	   111.789	0	0	0	0	./wrapper1.sh \[2.6,3.8,1983\] > conn.log
1985	wheeler231	1546754025.715	   109.802	0	0	0	0	./wrapper1.sh \[2.6,4.2,1985\] > conn.log
1984	wheeler230	1546754024.888	   111.029	0	0	0	0	./wrapper1.sh \[2.6,4.0,1984\] > conn.log
1986	wheeler237	1546754033.921	   108.335	0	0	0	0	./wrapper1.sh \[2.6,4.4,1986\] > conn.log
1987	wheeler239	1546754035.623	   107.139	0	0	0	0	./wrapper1.sh \[2.6,4.6,1987\] > conn.log
1988	wheeler232	1546754038.221	   105.008	0	0	0	0	./wrapper1.sh \[2.6,4.8,1988\] > conn.log
1989	wheeler238	1546754057.532	   103.231	0	0	0	0	./wrapper1.sh \[2.6,5.0,1989\] > conn.log
1990	wheeler236	1546754097.856	    89.038	0	0	0	0	./wrapper1.sh \[2.8,-5.0,1990\] > conn.log
1992	wheeler235	1546754104.659	    88.371	0	0	0	0	./wrapper1.sh \[2.8,-4.6,1992\] > conn.log
1993	wheeler246	1546754116.401	    90.211	0	0	0	0	./wrapper1.sh \[2.8,-4.4,1993\] > conn.log
1991	wheeler233	1546754104.188	   103.544	0	0	0	0	./wrapper1.sh \[2.8,-4.8,1991\] > conn.log
1994	wheeler228	1546754118.365	    90.809	0	0	0	0	./wrapper1.sh \[2.8,-4.2,1994\] > conn.log
1995	wheeler240	1546754134.016	    89.976	0	0	0	0	./wrapper1.sh \[2.8,-4.0,1995\] > conn.log
1996	wheeler231	1546754135.530	    93.055	0	0	0	0	./wrapper1.sh \[2.8,-3.8,1996\] > conn.log
1997	wheeler230	1546754135.928	    92.957	0	0	0	0	./wrapper1.sh \[2.8,-3.6,1997\] > conn.log
1998	wheeler237	1546754142.268	    89.333	0	0	0	0	./wrapper1.sh \[2.8,-3.4,1998\] > conn.log
1999	wheeler239	1546754142.774	    90.312	0	0	0	0	./wrapper1.sh \[2.8,-3.2,1999\] > conn.log
2000	wheeler232	1546754143.241	    89.888	0	0	0	0	./wrapper1.sh \[2.8,-3.0,2000\] > conn.log
2001	wheeler238	1546754160.776	    90.105	0	0	0	0	./wrapper1.sh \[2.8,-2.8,2001\] > conn.log
2002	wheeler236	1546754186.912	    89.638	0	0	0	0	./wrapper1.sh \[2.8,-2.6,2002\] > conn.log
2003	wheeler235	1546754193.043	    89.400	0	0	0	0	./wrapper1.sh \[2.8,-2.4,2003\] > conn.log
2004	wheeler246	1546754206.624	    89.872	0	0	0	0	./wrapper1.sh \[2.8,-2.2,2004\] > conn.log
2006	wheeler228	1546754209.187	    88.534	0	0	0	0	./wrapper1.sh \[2.8,-1.8,2006\] > conn.log
2005	wheeler233	1546754207.744	    90.804	0	0	0	0	./wrapper1.sh \[2.8,-2.0,2005\] > conn.log
2007	wheeler240	1546754224.008	    93.169	0	0	0	0	./wrapper1.sh \[2.8,-1.6,2007\] > conn.log
2008	wheeler231	1546754228.597	    90.526	0	0	0	0	./wrapper1.sh \[2.8,-1.4,2008\] > conn.log
2010	wheeler237	1546754231.613	    93.042	0	0	0	0	./wrapper1.sh \[2.8,-1.0,2010\] > conn.log
2011	wheeler239	1546754233.098	    93.773	0	0	0	0	./wrapper1.sh \[2.8,-0.8,2011\] > conn.log
2012	wheeler232	1546754233.139	    94.703	0	0	0	0	./wrapper1.sh \[2.8,-0.6,2012\] > conn.log
2013	wheeler238	1546754250.895	    95.299	0	0	0	0	./wrapper1.sh \[2.8,-0.4,2013\] > conn.log
2014	wheeler236	1546754276.565	    96.409	0	0	0	0	./wrapper1.sh \[2.8,-0.2,2014\] > conn.log
2015	wheeler235	1546754282.454	    93.684	0	0	0	0	./wrapper1.sh \[2.8,0.0,2015\] > conn.log
2016	wheeler246	1546754296.511	    93.846	0	0	0	0	./wrapper1.sh \[2.8,0.2,2016\] > conn.log
2017	wheeler228	1546754297.735	    93.887	0	0	0	0	./wrapper1.sh \[2.8,0.4,2017\] > conn.log
2018	wheeler233	1546754298.560	    94.919	0	0	0	0	./wrapper1.sh \[2.8,0.6,2018\] > conn.log
2020	wheeler231	1546754319.134	    94.994	0	0	0	0	./wrapper1.sh \[2.8,1.0,2020\] > conn.log
2019	wheeler240	1546754317.194	    99.374	0	0	0	0	./wrapper1.sh \[2.8,0.8,2019\] > conn.log
2021	wheeler237	1546754324.666	    97.093	0	0	0	0	./wrapper1.sh \[2.8,1.2,2021\] > conn.log
2022	wheeler239	1546754326.883	    99.397	0	0	0	0	./wrapper1.sh \[2.8,1.4,2022\] > conn.log
2023	wheeler232	1546754327.853	   100.654	0	0	0	0	./wrapper1.sh \[2.8,1.6,2023\] > conn.log
2024	wheeler238	1546754346.207	   105.108	0	0	0	0	./wrapper1.sh \[2.8,1.8,2024\] > conn.log
2025	wheeler236	1546754372.989	   109.003	0	0	0	0	./wrapper1.sh \[2.8,2.0,2025\] > conn.log
2026	wheeler235	1546754376.151	   110.050	0	0	0	0	./wrapper1.sh \[2.8,2.2,2026\] > conn.log
2027	wheeler246	1546754390.372	   111.002	0	0	0	0	./wrapper1.sh \[2.8,2.4,2027\] > conn.log
2028	wheeler228	1546754391.634	   111.809	0	0	0	0	./wrapper1.sh \[2.8,2.6,2028\] > conn.log
2029	wheeler233	1546754393.491	   113.601	0	0	0	0	./wrapper1.sh \[2.8,2.8,2029\] > conn.log
2030	wheeler231	1546754414.144	   115.727	0	0	0	0	./wrapper1.sh \[2.8,3.0,2030\] > conn.log
2031	wheeler240	1546754416.578	   114.342	0	0	0	0	./wrapper1.sh \[2.8,3.2,2031\] > conn.log
2032	wheeler237	1546754421.771	   114.776	0	0	0	0	./wrapper1.sh \[2.8,3.4,2032\] > conn.log
2034	wheeler232	1546754428.520	   114.144	0	0	0	0	./wrapper1.sh \[2.8,3.8,2034\] > conn.log
2033	wheeler239	1546754426.292	   116.547	0	0	0	0	./wrapper1.sh \[2.8,3.6,2033\] > conn.log
2035	wheeler238	1546754451.333	   114.621	0	0	0	0	./wrapper1.sh \[2.8,4.0,2035\] > conn.log
2036	wheeler236	1546754482.006	   113.823	0	0	0	0	./wrapper1.sh \[2.8,4.2,2036\] > conn.log
2037	wheeler235	1546754486.214	   111.914	0	0	0	0	./wrapper1.sh \[2.8,4.4,2037\] > conn.log
2039	wheeler228	1546754503.455	   107.921	0	0	0	0	./wrapper1.sh \[2.8,4.8,2039\] > conn.log
2038	wheeler246	1546754501.387	   110.304	0	0	0	0	./wrapper1.sh \[2.8,4.6,2038\] > conn.log
2040	wheeler233	1546754507.104	   106.472	0	0	0	0	./wrapper1.sh \[2.8,5.0,2040\] > conn.log
2041	wheeler231	1546754529.888	    88.331	0	0	0	0	./wrapper1.sh \[3.0,-5.0,2041\] > conn.log
2042	wheeler240	1546754530.932	    87.887	0	0	0	0	./wrapper1.sh \[3.0,-4.8,2042\] > conn.log
2043	wheeler237	1546754536.560	    89.230	0	0	0	0	./wrapper1.sh \[3.0,-4.6,2043\] > conn.log
2045	wheeler239	1546754542.853	    89.310	0	0	0	0	./wrapper1.sh \[3.0,-4.2,2045\] > conn.log
2044	wheeler232	1546754542.681	    90.867	0	0	0	0	./wrapper1.sh \[3.0,-4.4,2044\] > conn.log
2046	wheeler238	1546754565.969	    89.658	0	0	0	0	./wrapper1.sh \[3.0,-4.0,2046\] > conn.log
2009	wheeler230	1546754228.897	   456.179	0	0	0	0	./wrapper1.sh \[2.8,-1.2,2009\] > conn.log
2047	wheeler236	1546754595.845	    90.364	0	0	0	0	./wrapper1.sh \[3.0,-3.8,2047\] > conn.log
2048	wheeler235	1546754598.143	    89.646	0	0	0	0	./wrapper1.sh \[3.0,-3.6,2048\] > conn.log
2051	wheeler233	1546754613.590	    89.710	0	0	0	0	./wrapper1.sh \[3.0,-3.0,2051\] > conn.log
2050	wheeler246	1546754611.704	    93.743	0	0	0	0	./wrapper1.sh \[3.0,-3.2,2050\] > conn.log
2049	wheeler228	1546754611.389	    95.296	0	0	0	0	./wrapper1.sh \[3.0,-3.4,2049\] > conn.log
2052	wheeler231	1546754618.232	    89.266	0	0	0	0	./wrapper1.sh \[3.0,-2.8,2052\] > conn.log
2053	wheeler240	1546754618.831	    89.866	0	0	0	0	./wrapper1.sh \[3.0,-2.6,2053\] > conn.log
2054	wheeler237	1546754625.803	    89.577	0	0	0	0	./wrapper1.sh \[3.0,-2.4,2054\] > conn.log
2055	wheeler239	1546754632.178	    89.176	0	0	0	0	./wrapper1.sh \[3.0,-2.2,2055\] > conn.log
2056	wheeler232	1546754633.559	    89.292	0	0	0	0	./wrapper1.sh \[3.0,-2.0,2056\] > conn.log
2057	wheeler238	1546754655.640	    89.538	0	0	0	0	./wrapper1.sh \[3.0,-1.8,2057\] > conn.log
2058	wheeler230	1546754685.093	    89.009	0	0	0	0	./wrapper1.sh \[3.0,-1.6,2058\] > conn.log
2059	wheeler236	1546754686.220	    91.835	0	0	0	0	./wrapper1.sh \[3.0,-1.4,2059\] > conn.log
2060	wheeler235	1546754687.801	    90.898	0	0	0	0	./wrapper1.sh \[3.0,-1.2,2060\] > conn.log
2061	wheeler233	1546754703.311	    93.407	0	0	0	0	./wrapper1.sh \[3.0,-1.0,2061\] > conn.log
2062	wheeler246	1546754705.459	    92.881	0	0	0	0	./wrapper1.sh \[3.0,-0.8,2062\] > conn.log
2063	wheeler228	1546754706.697	    92.941	0	0	0	0	./wrapper1.sh \[3.0,-0.6,2063\] > conn.log
2064	wheeler231	1546754707.509	    95.238	0	0	0	0	./wrapper1.sh \[3.0,-0.4,2064\] > conn.log
2065	wheeler240	1546754708.708	    98.920	0	0	0	0	./wrapper1.sh \[3.0,-0.2,2065\] > conn.log
2066	wheeler237	1546754715.394	    95.305	0	0	0	0	./wrapper1.sh \[3.0,0.0,2066\] > conn.log
2067	wheeler239	1546754721.365	    94.095	0	0	0	0	./wrapper1.sh \[3.0,0.2,2067\] > conn.log
2068	wheeler232	1546754722.864	    94.245	0	0	0	0	./wrapper1.sh \[3.0,0.4,2068\] > conn.log
2069	wheeler238	1546754745.194	    95.711	0	0	0	0	./wrapper1.sh \[3.0,0.6,2069\] > conn.log
2070	wheeler230	1546754774.118	    95.753	0	0	0	0	./wrapper1.sh \[3.0,0.8,2070\] > conn.log
2071	wheeler236	1546754778.068	    96.682	0	0	0	0	./wrapper1.sh \[3.0,1.0,2071\] > conn.log
2072	wheeler235	1546754778.712	    96.677	0	0	0	0	./wrapper1.sh \[3.0,1.2,2072\] > conn.log
2073	wheeler233	1546754796.732	    98.176	0	0	0	0	./wrapper1.sh \[3.0,1.4,2073\] > conn.log
2074	wheeler246	1546754798.354	   102.356	0	0	0	0	./wrapper1.sh \[3.0,1.6,2074\] > conn.log
2075	wheeler228	1546754799.652	   104.513	0	0	0	0	./wrapper1.sh \[3.0,1.8,2075\] > conn.log
2076	wheeler231	1546754802.761	   107.738	0	0	0	0	./wrapper1.sh \[3.0,2.0,2076\] > conn.log
2077	wheeler240	1546754807.643	   109.495	0	0	0	0	./wrapper1.sh \[3.0,2.2,2077\] > conn.log
2079	wheeler239	1546754815.471	   114.097	0	0	0	0	./wrapper1.sh \[3.0,2.6,2079\] > conn.log
2080	wheeler232	1546754817.122	   113.963	0	0	0	0	./wrapper1.sh \[3.0,2.8,2080\] > conn.log
2078	wheeler237	1546754810.713	   126.519	0	0	0	0	./wrapper1.sh \[3.0,2.4,2078\] > conn.log
2081	wheeler238	1546754840.921	   115.907	0	0	0	0	./wrapper1.sh \[3.0,3.0,2081\] > conn.log
2082	wheeler230	1546754869.884	   116.784	0	0	0	0	./wrapper1.sh \[3.0,3.2,2082\] > conn.log
2084	wheeler235	1546754875.399	   117.430	0	0	0	0	./wrapper1.sh \[3.0,3.6,2084\] > conn.log
2083	wheeler236	1546754874.766	   119.295	0	0	0	0	./wrapper1.sh \[3.0,3.4,2083\] > conn.log
2085	wheeler233	1546754894.922	   117.101	0	0	0	0	./wrapper1.sh \[3.0,3.8,2085\] > conn.log
2086	wheeler246	1546754900.723	   118.328	0	0	0	0	./wrapper1.sh \[3.0,4.0,2086\] > conn.log
2087	wheeler228	1546754904.179	   116.188	0	0	0	0	./wrapper1.sh \[3.0,4.2,2087\] > conn.log
2088	wheeler231	1546754910.513	   115.842	0	0	0	0	./wrapper1.sh \[3.0,4.4,2088\] > conn.log
2092	wheeler237	1546754937.246	    89.494	0	0	0	0	./wrapper1.sh \[3.2,-5.0,2092\] > conn.log
2089	wheeler240	1546754917.150	   113.723	0	0	0	0	./wrapper1.sh \[3.0,4.6,2089\] > conn.log
2090	wheeler239	1546754929.581	   111.847	0	0	0	0	./wrapper1.sh \[3.0,4.8,2090\] > conn.log
2093	wheeler238	1546754956.842	    87.902	0	0	0	0	./wrapper1.sh \[3.2,-4.8,2093\] > conn.log
2091	wheeler232	1546754931.100	   118.157	0	0	0	0	./wrapper1.sh \[3.0,5.0,2091\] > conn.log
2094	wheeler230	1546754986.682	    93.391	0	0	0	0	./wrapper1.sh \[3.2,-4.6,2094\] > conn.log
2095	wheeler235	1546754992.845	    89.506	0	0	0	0	./wrapper1.sh \[3.2,-4.4,2095\] > conn.log
2096	wheeler236	1546754994.073	    89.100	0	0	0	0	./wrapper1.sh \[3.2,-4.2,2096\] > conn.log
2097	wheeler233	1546755012.035	    89.915	0	0	0	0	./wrapper1.sh \[3.2,-4.0,2097\] > conn.log
2099	wheeler228	1546755020.379	    89.534	0	0	0	0	./wrapper1.sh \[3.2,-3.6,2099\] > conn.log
2098	wheeler246	1546755019.064	    93.458	0	0	0	0	./wrapper1.sh \[3.2,-3.8,2098\] > conn.log
2101	wheeler237	1546755026.752	    91.101	0	0	0	0	./wrapper1.sh \[3.2,-3.2,2101\] > conn.log
2102	wheeler240	1546755030.884	    89.458	0	0	0	0	./wrapper1.sh \[3.2,-3.0,2102\] > conn.log
2103	wheeler239	1546755041.441	    91.019	0	0	0	0	./wrapper1.sh \[3.2,-2.8,2103\] > conn.log
2104	wheeler238	1546755044.758	    91.035	0	0	0	0	./wrapper1.sh \[3.2,-2.6,2104\] > conn.log
2105	wheeler232	1546755049.295	    88.253	0	0	0	0	./wrapper1.sh \[3.2,-2.4,2105\] > conn.log
2106	wheeler230	1546755080.091	    89.494	0	0	0	0	./wrapper1.sh \[3.2,-2.2,2106\] > conn.log
2107	wheeler235	1546755082.364	    88.463	0	0	0	0	./wrapper1.sh \[3.2,-2.0,2107\] > conn.log
2108	wheeler236	1546755083.185	    89.707	0	0	0	0	./wrapper1.sh \[3.2,-1.8,2108\] > conn.log
2109	wheeler233	1546755101.964	    90.075	0	0	0	0	./wrapper1.sh \[3.2,-1.6,2109\] > conn.log
2110	wheeler228	1546755109.925	    90.133	0	0	0	0	./wrapper1.sh \[3.2,-1.4,2110\] > conn.log
2111	wheeler246	1546755112.538	    91.020	0	0	0	0	./wrapper1.sh \[3.2,-1.2,2111\] > conn.log
2112	wheeler237	1546755117.866	    91.621	0	0	0	0	./wrapper1.sh \[3.2,-1.0,2112\] > conn.log
2113	wheeler240	1546755120.354	    92.711	0	0	0	0	./wrapper1.sh \[3.2,-0.8,2113\] > conn.log
2114	wheeler239	1546755132.473	    95.759	0	0	0	0	./wrapper1.sh \[3.2,-0.6,2114\] > conn.log
2115	wheeler238	1546755135.806	    95.227	0	0	0	0	./wrapper1.sh \[3.2,-0.4,2115\] > conn.log
2116	wheeler232	1546755137.559	    95.662	0	0	0	0	./wrapper1.sh \[3.2,-0.2,2116\] > conn.log
2100	wheeler231	1546755026.369	   212.934	0	0	0	0	./wrapper1.sh \[3.2,-3.4,2100\] > conn.log
2117	wheeler230	1546755169.603	    95.891	0	0	0	0	./wrapper1.sh \[3.2,0.0,2117\] > conn.log
2118	wheeler235	1546755170.838	    95.190	0	0	0	0	./wrapper1.sh \[3.2,0.2,2118\] > conn.log
2119	wheeler236	1546755172.904	    94.023	0	0	0	0	./wrapper1.sh \[3.2,0.4,2119\] > conn.log
2120	wheeler233	1546755192.051	    93.361	0	0	0	0	./wrapper1.sh \[3.2,0.6,2120\] > conn.log
2121	wheeler228	1546755200.072	    93.230	0	0	0	0	./wrapper1.sh \[3.2,0.8,2121\] > conn.log
2122	wheeler246	1546755203.572	    96.141	0	0	0	0	./wrapper1.sh \[3.2,1.0,2122\] > conn.log
2123	wheeler237	1546755209.500	   100.418	0	0	0	0	./wrapper1.sh \[3.2,1.2,2123\] > conn.log
2124	wheeler240	1546755213.078	    99.238	0	0	0	0	./wrapper1.sh \[3.2,1.4,2124\] > conn.log
2125	wheeler239	1546755228.246	   102.774	0	0	0	0	./wrapper1.sh \[3.2,1.6,2125\] > conn.log
2126	wheeler238	1546755231.050	   109.500	0	0	0	0	./wrapper1.sh \[3.2,1.8,2126\] > conn.log
2127	wheeler232	1546755233.234	   107.598	0	0	0	0	./wrapper1.sh \[3.2,2.0,2127\] > conn.log
2128	wheeler231	1546755239.316	   109.970	0	0	0	0	./wrapper1.sh \[3.2,2.2,2128\] > conn.log
2129	wheeler230	1546755265.508	   113.630	0	0	0	0	./wrapper1.sh \[3.2,2.4,2129\] > conn.log
2130	wheeler235	1546755266.041	   115.878	0	0	0	0	./wrapper1.sh \[3.2,2.6,2130\] > conn.log
2131	wheeler236	1546755266.939	   115.654	0	0	0	0	./wrapper1.sh \[3.2,2.8,2131\] > conn.log
2132	wheeler233	1546755285.425	   116.980	0	0	0	0	./wrapper1.sh \[3.2,3.0,2132\] > conn.log
2133	wheeler228	1546755293.316	   117.904	0	0	0	0	./wrapper1.sh \[3.2,3.2,2133\] > conn.log
2134	wheeler246	1546755299.729	   117.878	0	0	0	0	./wrapper1.sh \[3.2,3.4,2134\] > conn.log
2135	wheeler237	1546755309.931	   119.509	0	0	0	0	./wrapper1.sh \[3.2,3.6,2135\] > conn.log
2136	wheeler240	1546755312.330	   119.005	0	0	0	0	./wrapper1.sh \[3.2,3.8,2136\] > conn.log
2137	wheeler239	1546755331.035	   119.871	0	0	0	0	./wrapper1.sh \[3.2,4.0,2137\] > conn.log
2139	wheeler232	1546755340.844	   119.807	0	0	0	0	./wrapper1.sh \[3.2,4.4,2139\] > conn.log
2138	wheeler238	1546755340.563	   120.802	0	0	0	0	./wrapper1.sh \[3.2,4.2,2138\] > conn.log
2140	wheeler231	1546755349.298	   117.070	0	0	0	0	./wrapper1.sh \[3.2,4.6,2140\] > conn.log
2143	wheeler236	1546755382.604	    88.261	0	0	0	0	./wrapper1.sh \[3.4,-5.0,2143\] > conn.log
2144	wheeler233	1546755402.417	    88.332	0	0	0	0	./wrapper1.sh \[3.4,-4.8,2144\] > conn.log
2141	wheeler230	1546755379.156	   116.343	0	0	0	0	./wrapper1.sh \[3.2,4.8,2141\] > conn.log
2142	wheeler235	1546755381.931	   113.582	0	0	0	0	./wrapper1.sh \[3.2,5.0,2142\] > conn.log
2145	wheeler228	1546755411.234	    89.493	0	0	0	0	./wrapper1.sh \[3.4,-4.6,2145\] > conn.log
2146	wheeler246	1546755417.620	    88.134	0	0	0	0	./wrapper1.sh \[3.4,-4.4,2146\] > conn.log
2147	wheeler237	1546755429.452	    90.815	0	0	0	0	./wrapper1.sh \[3.4,-4.2,2147\] > conn.log
2148	wheeler240	1546755431.355	    89.010	0	0	0	0	./wrapper1.sh \[3.4,-4.0,2148\] > conn.log
2149	wheeler239	1546755450.924	    88.730	0	0	0	0	./wrapper1.sh \[3.4,-3.8,2149\] > conn.log
2151	wheeler238	1546755461.377	    91.100	0	0	0	0	./wrapper1.sh \[3.4,-3.4,2151\] > conn.log
2152	wheeler231	1546755466.381	    90.079	0	0	0	0	./wrapper1.sh \[3.4,-3.2,2152\] > conn.log
2153	wheeler236	1546755470.878	    89.828	0	0	0	0	./wrapper1.sh \[3.4,-3.0,2153\] > conn.log
2150	wheeler232	1546755460.664	   119.671	0	0	0	0	./wrapper1.sh \[3.4,-3.6,2150\] > conn.log
2154	wheeler233	1546755490.763	    90.809	0	0	0	0	./wrapper1.sh \[3.4,-2.8,2154\] > conn.log
2156	wheeler235	1546755495.524	    90.917	0	0	0	0	./wrapper1.sh \[3.4,-2.4,2156\] > conn.log
2155	wheeler230	1546755495.511	    91.559	0	0	0	0	./wrapper1.sh \[3.4,-2.6,2155\] > conn.log
2157	wheeler228	1546755500.738	    88.893	0	0	0	0	./wrapper1.sh \[3.4,-2.2,2157\] > conn.log
2158	wheeler246	1546755505.767	    89.127	0	0	0	0	./wrapper1.sh \[3.4,-2.0,2158\] > conn.log
2160	wheeler240	1546755520.377	    89.909	0	0	0	0	./wrapper1.sh \[3.4,-1.6,2160\] > conn.log
2159	wheeler237	1546755520.281	    90.153	0	0	0	0	./wrapper1.sh \[3.4,-1.8,2159\] > conn.log
2161	wheeler239	1546755539.669	    90.959	0	0	0	0	./wrapper1.sh \[3.4,-1.4,2161\] > conn.log
2162	wheeler238	1546755552.490	    92.527	0	0	0	0	./wrapper1.sh \[3.4,-1.2,2162\] > conn.log
2163	wheeler231	1546755556.472	    92.889	0	0	0	0	./wrapper1.sh \[3.4,-1.0,2163\] > conn.log
2164	wheeler236	1546755560.717	    93.368	0	0	0	0	./wrapper1.sh \[3.4,-0.8,2164\] > conn.log
