Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1003	wheeler239	1546746909.898	    67.602	0	0	0	0	./wrapper1.sh \[-1.2,1.6,1003\] > conn.log
1002	wheeler237	1546746909.512	    68.263	0	0	0	0	./wrapper1.sh \[-1.2,1.4,1002\] > conn.log
1004	wheeler240	1546746910.586	    67.312	0	0	0	0	./wrapper1.sh \[-1.2,1.8,1004\] > conn.log
1005	wheeler232	1546746910.982	    68.076	0	0	0	0	./wrapper1.sh \[-1.2,2.0,1005\] > conn.log
1009	wheeler235	1546746913.947	    66.871	0	0	0	0	./wrapper1.sh \[-1.2,2.8,1009\] > conn.log
1007	wheeler236	1546746912.792	    69.931	0	0	0	0	./wrapper1.sh \[-1.2,2.4,1007\] > conn.log
1008	wheeler238	1546746913.745	    69.013	0	0	0	0	./wrapper1.sh \[-1.2,2.6,1008\] > conn.log
1006	wheeler230	1546746911.151	    72.547	0	0	0	0	./wrapper1.sh \[-1.2,2.2,1006\] > conn.log
1010	wheeler231	1546746936.970	    68.170	0	0	0	0	./wrapper1.sh \[-1.2,3.0,1010\] > conn.log
1011	wheeler228	1546746972.584	    70.015	0	0	0	0	./wrapper1.sh \[-1.2,3.2,1011\] > conn.log
1012	wheeler246	1546746974.679	    68.310	0	0	0	0	./wrapper1.sh \[-1.2,3.4,1012\] > conn.log
1015	wheeler240	1546746977.911	    66.819	0	0	0	0	./wrapper1.sh \[-1.2,4.0,1015\] > conn.log
1014	wheeler237	1546746977.788	    67.625	0	0	0	0	./wrapper1.sh \[-1.2,3.8,1014\] > conn.log
1013	wheeler239	1546746977.514	    68.325	0	0	0	0	./wrapper1.sh \[-1.2,3.6,1013\] > conn.log
1017	wheeler235	1546746980.830	    67.248	0	0	0	0	./wrapper1.sh \[-1.2,4.4,1017\] > conn.log
1016	wheeler232	1546746979.071	    69.187	0	0	0	0	./wrapper1.sh \[-1.2,4.2,1016\] > conn.log
1020	wheeler230	1546746983.711	    65.673	0	0	0	0	./wrapper1.sh \[-1.2,5.0,1020\] > conn.log
1018	wheeler236	1546746982.736	    67.366	0	0	0	0	./wrapper1.sh \[-1.2,4.6,1018\] > conn.log
1019	wheeler238	1546746982.770	    67.947	0	0	0	0	./wrapper1.sh \[-1.2,4.8,1019\] > conn.log
1021	wheeler231	1546747005.154	    67.259	0	0	0	0	./wrapper1.sh \[-1.0,-5.0,1021\] > conn.log
1022	wheeler228	1546747042.617	    66.997	0	0	0	0	./wrapper1.sh \[-1.0,-4.8,1022\] > conn.log
1024	wheeler240	1546747044.743	    66.128	0	0	0	0	./wrapper1.sh \[-1.0,-4.4,1024\] > conn.log
1025	wheeler237	1546747045.424	    66.198	0	0	0	0	./wrapper1.sh \[-1.0,-4.2,1025\] > conn.log
1026	wheeler239	1546747045.852	    68.214	0	0	0	0	./wrapper1.sh \[-1.0,-4.0,1026\] > conn.log
1028	wheeler232	1546747048.271	    67.108	0	0	0	0	./wrapper1.sh \[-1.0,-3.6,1028\] > conn.log
1027	wheeler235	1546747048.089	    67.750	0	0	0	0	./wrapper1.sh \[-1.0,-3.8,1027\] > conn.log
1023	wheeler246	1546747043.002	    73.077	0	0	0	0	./wrapper1.sh \[-1.0,-4.6,1023\] > conn.log
1031	wheeler238	1546747050.730	    65.930	0	0	0	0	./wrapper1.sh \[-1.0,-3.0,1031\] > conn.log
1030	wheeler236	1546747050.114	    67.758	0	0	0	0	./wrapper1.sh \[-1.0,-3.2,1030\] > conn.log
1029	wheeler230	1546747049.397	    68.559	0	0	0	0	./wrapper1.sh \[-1.0,-3.4,1029\] > conn.log
1032	wheeler231	1546747072.426	    67.316	0	0	0	0	./wrapper1.sh \[-1.0,-2.8,1032\] > conn.log
1034	wheeler240	1546747110.883	    67.690	0	0	0	0	./wrapper1.sh \[-1.0,-2.4,1034\] > conn.log
1035	wheeler237	1546747111.635	    68.480	0	0	0	0	./wrapper1.sh \[-1.0,-2.2,1035\] > conn.log
1033	wheeler228	1546747109.632	    70.676	0	0	0	0	./wrapper1.sh \[-1.0,-2.6,1033\] > conn.log
1036	wheeler239	1546747114.081	    68.138	0	0	0	0	./wrapper1.sh \[-1.0,-2.0,1036\] > conn.log
1037	wheeler232	1546747115.390	    67.555	0	0	0	0	./wrapper1.sh \[-1.0,-1.8,1037\] > conn.log
1039	wheeler246	1546747116.093	    67.296	0	0	0	0	./wrapper1.sh \[-1.0,-1.4,1039\] > conn.log
1038	wheeler235	1546747115.852	    68.394	0	0	0	0	./wrapper1.sh \[-1.0,-1.6,1038\] > conn.log
1040	wheeler238	1546747116.672	    68.841	0	0	0	0	./wrapper1.sh \[-1.0,-1.2,1040\] > conn.log
923	wheeler233	1546746376.923	   809.610	0	0	0	0	./wrapper1.sh \[-1.4,-4.2,923\] > conn.log
1041	wheeler236	1546747117.885	    68.881	0	0	0	0	./wrapper1.sh \[-1.0,-1.0,1041\] > conn.log
1042	wheeler230	1546747117.968	    68.819	0	0	0	0	./wrapper1.sh \[-1.0,-0.8,1042\] > conn.log
1043	wheeler231	1546747139.760	    67.979	0	0	0	0	./wrapper1.sh \[-1.0,-0.6,1043\] > conn.log
1046	wheeler228	1546747180.318	    68.263	0	0	0	0	./wrapper1.sh \[-1.0,0.0,1046\] > conn.log
1045	wheeler237	1546747180.127	    69.839	0	0	0	0	./wrapper1.sh \[-1.0,-0.2,1045\] > conn.log
1047	wheeler239	1546747182.233	    69.080	0	0	0	0	./wrapper1.sh \[-1.0,0.2,1047\] > conn.log
1049	wheeler246	1546747183.401	    68.588	0	0	0	0	./wrapper1.sh \[-1.0,0.6,1049\] > conn.log
1048	wheeler232	1546747182.958	    69.365	0	0	0	0	./wrapper1.sh \[-1.0,0.4,1048\] > conn.log
1044	wheeler240	1546747178.592	    73.911	0	0	0	0	./wrapper1.sh \[-1.0,-0.4,1044\] > conn.log
1050	wheeler235	1546747184.257	    70.153	0	0	0	0	./wrapper1.sh \[-1.0,0.8,1050\] > conn.log
1053	wheeler236	1546747186.781	    68.815	0	0	0	0	./wrapper1.sh \[-1.0,1.4,1053\] > conn.log
1054	wheeler230	1546747186.798	    70.008	0	0	0	0	./wrapper1.sh \[-1.0,1.6,1054\] > conn.log
1052	wheeler233	1546747186.545	    70.301	0	0	0	0	./wrapper1.sh \[-1.0,1.2,1052\] > conn.log
1051	wheeler238	1546747185.523	    85.154	0	0	0	0	./wrapper1.sh \[-1.0,1.0,1051\] > conn.log
1055	wheeler231	1546747207.752	    68.574	0	0	0	0	./wrapper1.sh \[-1.0,1.8,1055\] > conn.log
1058	wheeler239	1546747251.325	    68.226	0	0	0	0	./wrapper1.sh \[-1.0,2.4,1058\] > conn.log
1056	wheeler228	1546747248.595	    73.247	0	0	0	0	./wrapper1.sh \[-1.0,2.0,1056\] > conn.log
1061	wheeler240	1546747252.515	    69.363	0	0	0	0	./wrapper1.sh \[-1.0,3.0,1061\] > conn.log
1057	wheeler237	1546747249.979	    73.097	0	0	0	0	./wrapper1.sh \[-1.0,2.2,1057\] > conn.log
1062	wheeler235	1546747254.422	    69.342	0	0	0	0	./wrapper1.sh \[-1.0,3.2,1062\] > conn.log
1059	wheeler246	1546747251.999	    71.802	0	0	0	0	./wrapper1.sh \[-1.0,2.6,1059\] > conn.log
1060	wheeler232	1546747252.336	    72.434	0	0	0	0	./wrapper1.sh \[-1.0,2.8,1060\] > conn.log
1064	wheeler230	1546747256.820	    69.003	0	0	0	0	./wrapper1.sh \[-1.0,3.6,1064\] > conn.log
1063	wheeler236	1546747255.607	    70.928	0	0	0	0	./wrapper1.sh \[-1.0,3.4,1063\] > conn.log
1065	wheeler233	1546747256.859	    70.417	0	0	0	0	./wrapper1.sh \[-1.0,3.8,1065\] > conn.log
1066	wheeler238	1546747270.690	    72.055	0	0	0	0	./wrapper1.sh \[-1.0,4.0,1066\] > conn.log
1067	wheeler231	1546747276.340	    70.131	0	0	0	0	./wrapper1.sh \[-1.0,4.2,1067\] > conn.log
1068	wheeler239	1546747319.569	    69.068	0	0	0	0	./wrapper1.sh \[-1.0,4.4,1068\] > conn.log
1071	wheeler237	1546747323.089	    67.967	0	0	0	0	./wrapper1.sh \[-1.0,5.0,1071\] > conn.log
1070	wheeler240	1546747321.890	    69.648	0	0	0	0	./wrapper1.sh \[-1.0,4.8,1070\] > conn.log
1069	wheeler228	1546747321.857	    69.769	0	0	0	0	./wrapper1.sh \[-1.0,4.6,1069\] > conn.log
1074	wheeler232	1546747324.784	    67.268	0	0	0	0	./wrapper1.sh \[-0.8,-4.6,1074\] > conn.log
1073	wheeler246	1546747323.813	    68.498	0	0	0	0	./wrapper1.sh \[-0.8,-4.8,1073\] > conn.log
1072	wheeler235	1546747323.777	    69.028	0	0	0	0	./wrapper1.sh \[-0.8,-5.0,1072\] > conn.log
1077	wheeler233	1546747327.288	    68.173	0	0	0	0	./wrapper1.sh \[-0.8,-4.0,1077\] > conn.log
1076	wheeler236	1546747326.548	    70.531	0	0	0	0	./wrapper1.sh \[-0.8,-4.2,1076\] > conn.log
1075	wheeler230	1546747325.836	    82.381	0	0	0	0	./wrapper1.sh \[-0.8,-4.4,1075\] > conn.log
1078	wheeler238	1546747342.758	    68.943	0	0	0	0	./wrapper1.sh \[-0.8,-3.8,1078\] > conn.log
1079	wheeler231	1546747346.484	    67.651	0	0	0	0	./wrapper1.sh \[-0.8,-3.6,1079\] > conn.log
1083	wheeler228	1546747391.639	    66.516	0	0	0	0	./wrapper1.sh \[-0.8,-2.8,1083\] > conn.log
1082	wheeler240	1546747391.551	    67.350	0	0	0	0	./wrapper1.sh \[-0.8,-3.0,1082\] > conn.log
1085	wheeler246	1546747392.324	    68.322	0	0	0	0	./wrapper1.sh \[-0.8,-2.4,1085\] > conn.log
1080	wheeler239	1546747388.653	    72.214	0	0	0	0	./wrapper1.sh \[-0.8,-3.4,1080\] > conn.log
1084	wheeler232	1546747392.064	    69.211	0	0	0	0	./wrapper1.sh \[-0.8,-2.6,1084\] > conn.log
1081	wheeler237	1546747391.071	    70.412	0	0	0	0	./wrapper1.sh \[-0.8,-3.2,1081\] > conn.log
1086	wheeler235	1546747392.817	    70.636	0	0	0	0	./wrapper1.sh \[-0.8,-2.2,1086\] > conn.log
1087	wheeler233	1546747395.474	    70.042	0	0	0	0	./wrapper1.sh \[-0.8,-2.0,1087\] > conn.log
1088	wheeler236	1546747397.091	    68.472	0	0	0	0	./wrapper1.sh \[-0.8,-1.8,1088\] > conn.log
1090	wheeler238	1546747411.713	    67.842	0	0	0	0	./wrapper1.sh \[-0.8,-1.4,1090\] > conn.log
1091	wheeler231	1546747414.147	    68.655	0	0	0	0	./wrapper1.sh \[-0.8,-1.2,1091\] > conn.log
1089	wheeler230	1546747408.229	    77.245	0	0	0	0	./wrapper1.sh \[-0.8,-1.6,1089\] > conn.log
1092	wheeler228	1546747458.170	    68.708	0	0	0	0	./wrapper1.sh \[-0.8,-1.0,1092\] > conn.log
1095	wheeler239	1546747460.880	    70.008	0	0	0	0	./wrapper1.sh \[-0.8,-0.4,1095\] > conn.log
1094	wheeler246	1546747460.658	    70.983	0	0	0	0	./wrapper1.sh \[-0.8,-0.6,1094\] > conn.log
1097	wheeler237	1546747461.495	    70.331	0	0	0	0	./wrapper1.sh \[-0.8,0.0,1097\] > conn.log
1093	wheeler240	1546747458.915	    73.852	0	0	0	0	./wrapper1.sh \[-0.8,-0.8,1093\] > conn.log
1096	wheeler232	1546747461.287	    71.564	0	0	0	0	./wrapper1.sh \[-0.8,-0.2,1096\] > conn.log
1098	wheeler235	1546747463.465	    70.782	0	0	0	0	./wrapper1.sh \[-0.8,0.2,1098\] > conn.log
1099	wheeler233	1546747465.528	    70.148	0	0	0	0	./wrapper1.sh \[-0.8,0.4,1099\] > conn.log
1100	wheeler236	1546747465.575	    71.453	0	0	0	0	./wrapper1.sh \[-0.8,0.6,1100\] > conn.log
1101	wheeler238	1546747479.569	    73.674	0	0	0	0	./wrapper1.sh \[-0.8,0.8,1101\] > conn.log
1102	wheeler231	1546747482.814	    72.016	0	0	0	0	./wrapper1.sh \[-0.8,1.0,1102\] > conn.log
1103	wheeler230	1546747485.487	    71.687	0	0	0	0	./wrapper1.sh \[-0.8,1.2,1103\] > conn.log
1104	wheeler228	1546747526.897	    71.661	0	0	0	0	./wrapper1.sh \[-0.8,1.4,1104\] > conn.log
1105	wheeler239	1546747530.902	    72.457	0	0	0	0	./wrapper1.sh \[-0.8,1.6,1105\] > conn.log
1107	wheeler237	1546747531.837	    71.797	0	0	0	0	./wrapper1.sh \[-0.8,2.0,1107\] > conn.log
1106	wheeler246	1546747531.655	    72.167	0	0	0	0	./wrapper1.sh \[-0.8,1.8,1106\] > conn.log
1109	wheeler232	1546747532.862	    71.051	0	0	0	0	./wrapper1.sh \[-0.8,2.4,1109\] > conn.log
1110	wheeler235	1546747534.261	    71.506	0	0	0	0	./wrapper1.sh \[-0.8,2.6,1110\] > conn.log
1111	wheeler233	1546747535.689	    71.911	0	0	0	0	./wrapper1.sh \[-0.8,2.8,1111\] > conn.log
1112	wheeler236	1546747537.047	    71.876	0	0	0	0	./wrapper1.sh \[-0.8,3.0,1112\] > conn.log
1108	wheeler240	1546747532.779	    85.253	0	0	0	0	./wrapper1.sh \[-0.8,2.2,1108\] > conn.log
1113	wheeler238	1546747553.255	    72.345	0	0	0	0	./wrapper1.sh \[-0.8,3.2,1113\] > conn.log
1114	wheeler231	1546747554.842	    71.655	0	0	0	0	./wrapper1.sh \[-0.8,3.4,1114\] > conn.log
1115	wheeler230	1546747557.189	    72.567	0	0	0	0	./wrapper1.sh \[-0.8,3.6,1115\] > conn.log
1120	wheeler232	1546747603.924	    70.115	0	0	0	0	./wrapper1.sh \[-0.8,4.6,1120\] > conn.log
1119	wheeler246	1546747603.835	    70.329	0	0	0	0	./wrapper1.sh \[-0.8,4.4,1119\] > conn.log
1117	wheeler239	1546747603.373	    70.905	0	0	0	0	./wrapper1.sh \[-0.8,4.0,1117\] > conn.log
1116	wheeler228	1546747598.575	    75.724	0	0	0	0	./wrapper1.sh \[-0.8,3.8,1116\] > conn.log
1118	wheeler237	1546747603.646	    71.090	0	0	0	0	./wrapper1.sh \[-0.8,4.2,1118\] > conn.log
1121	wheeler235	1546747605.780	    69.940	0	0	0	0	./wrapper1.sh \[-0.8,4.8,1121\] > conn.log
1122	wheeler233	1546747607.613	    70.094	0	0	0	0	./wrapper1.sh \[-0.8,5.0,1122\] > conn.log
1123	wheeler236	1546747608.934	    69.627	0	0	0	0	./wrapper1.sh \[-0.6,-5.0,1123\] > conn.log
1124	wheeler240	1546747618.045	    68.823	0	0	0	0	./wrapper1.sh \[-0.6,-4.8,1124\] > conn.log
1125	wheeler238	1546747625.614	    69.598	0	0	0	0	./wrapper1.sh \[-0.6,-4.6,1125\] > conn.log
1126	wheeler231	1546747626.509	    68.917	0	0	0	0	./wrapper1.sh \[-0.6,-4.4,1126\] > conn.log
1127	wheeler230	1546747629.771	    69.324	0	0	0	0	./wrapper1.sh \[-0.6,-4.2,1127\] > conn.log
1130	wheeler239	1546747674.289	    69.389	0	0	0	0	./wrapper1.sh \[-0.6,-3.6,1130\] > conn.log
1131	wheeler228	1546747674.312	    69.807	0	0	0	0	./wrapper1.sh \[-0.6,-3.4,1131\] > conn.log
1128	wheeler232	1546747674.055	    70.460	0	0	0	0	./wrapper1.sh \[-0.6,-4.0,1128\] > conn.log
1133	wheeler235	1546747675.733	    70.178	0	0	0	0	./wrapper1.sh \[-0.6,-3.0,1133\] > conn.log
1132	wheeler237	1546747674.748	    71.299	0	0	0	0	./wrapper1.sh \[-0.6,-3.2,1132\] > conn.log
1129	wheeler246	1546747674.177	    71.963	0	0	0	0	./wrapper1.sh \[-0.6,-3.8,1129\] > conn.log
1134	wheeler233	1546747677.717	    69.187	0	0	0	0	./wrapper1.sh \[-0.6,-2.8,1134\] > conn.log
1135	wheeler236	1546747678.573	    76.039	0	0	0	0	./wrapper1.sh \[-0.6,-2.6,1135\] > conn.log
1136	wheeler240	1546747686.881	    69.072	0	0	0	0	./wrapper1.sh \[-0.6,-2.4,1136\] > conn.log
1138	wheeler231	1546747695.436	    70.990	0	0	0	0	./wrapper1.sh \[-0.6,-2.0,1138\] > conn.log
1137	wheeler238	1546747695.224	    71.216	0	0	0	0	./wrapper1.sh \[-0.6,-2.2,1137\] > conn.log
1139	wheeler230	1546747699.107	    68.964	0	0	0	0	./wrapper1.sh \[-0.6,-1.8,1139\] > conn.log
1141	wheeler228	1546747744.133	    69.274	0	0	0	0	./wrapper1.sh \[-0.6,-1.4,1141\] > conn.log
1140	wheeler239	1546747743.694	    69.779	0	0	0	0	./wrapper1.sh \[-0.6,-1.6,1140\] > conn.log
1142	wheeler232	1546747744.528	    70.203	0	0	0	0	./wrapper1.sh \[-0.6,-1.2,1142\] > conn.log
1143	wheeler235	1546747745.924	    72.273	0	0	0	0	./wrapper1.sh \[-0.6,-1.0,1143\] > conn.log
1145	wheeler246	1546747746.153	    72.180	0	0	0	0	./wrapper1.sh \[-0.6,-0.6,1145\] > conn.log
1144	wheeler237	1546747746.058	    72.290	0	0	0	0	./wrapper1.sh \[-0.6,-0.8,1144\] > conn.log
1146	wheeler233	1546747746.916	    76.657	0	0	0	0	./wrapper1.sh \[-0.6,-0.4,1146\] > conn.log
1147	wheeler236	1546747754.625	    72.512	0	0	0	0	./wrapper1.sh \[-0.6,-0.2,1147\] > conn.log
1148	wheeler240	1546747755.964	    73.098	0	0	0	0	./wrapper1.sh \[-0.6,0.0,1148\] > conn.log
1149	wheeler231	1546747766.439	    73.046	0	0	0	0	./wrapper1.sh \[-0.6,0.2,1149\] > conn.log
1150	wheeler238	1546747766.449	    74.751	0	0	0	0	./wrapper1.sh \[-0.6,0.4,1150\] > conn.log
1151	wheeler230	1546747768.084	    73.359	0	0	0	0	./wrapper1.sh \[-0.6,0.6,1151\] > conn.log
1152	wheeler228	1546747813.423	    73.906	0	0	0	0	./wrapper1.sh \[-0.6,0.8,1152\] > conn.log
1153	wheeler239	1546747813.484	    74.036	0	0	0	0	./wrapper1.sh \[-0.6,1.0,1153\] > conn.log
1154	wheeler232	1546747814.744	    76.482	0	0	0	0	./wrapper1.sh \[-0.6,1.2,1154\] > conn.log
1156	wheeler246	1546747818.346	    74.134	0	0	0	0	./wrapper1.sh \[-0.6,1.6,1156\] > conn.log
1157	wheeler237	1546747818.361	    74.273	0	0	0	0	./wrapper1.sh \[-0.6,1.8,1157\] > conn.log
1155	wheeler235	1546747818.212	    75.515	0	0	0	0	./wrapper1.sh \[-0.6,1.4,1155\] > conn.log
1159	wheeler236	1546747827.146	    74.781	0	0	0	0	./wrapper1.sh \[-0.6,2.2,1159\] > conn.log
1160	wheeler240	1546747829.074	    72.866	0	0	0	0	./wrapper1.sh \[-0.6,2.4,1160\] > conn.log
1158	wheeler233	1546747823.587	    88.986	0	0	0	0	./wrapper1.sh \[-0.6,2.0,1158\] > conn.log
1161	wheeler231	1546747839.497	    74.212	0	0	0	0	./wrapper1.sh \[-0.6,2.6,1161\] > conn.log
1163	wheeler230	1546747841.455	    73.647	0	0	0	0	./wrapper1.sh \[-0.6,3.0,1163\] > conn.log
1162	wheeler238	1546747841.212	    74.257	0	0	0	0	./wrapper1.sh \[-0.6,2.8,1162\] > conn.log
1165	wheeler239	1546747887.533	    72.586	0	0	0	0	./wrapper1.sh \[-0.6,3.4,1165\] > conn.log
1164	wheeler228	1546747887.346	    72.865	0	0	0	0	./wrapper1.sh \[-0.6,3.2,1164\] > conn.log
1166	wheeler232	1546747891.239	    73.310	0	0	0	0	./wrapper1.sh \[-0.6,3.6,1166\] > conn.log
1169	wheeler235	1546747893.738	    71.610	0	0	0	0	./wrapper1.sh \[-0.6,4.2,1169\] > conn.log
1167	wheeler246	1546747892.492	    73.353	0	0	0	0	./wrapper1.sh \[-0.6,3.8,1167\] > conn.log
1168	wheeler237	1546747892.647	    73.583	0	0	0	0	./wrapper1.sh \[-0.6,4.0,1168\] > conn.log
1171	wheeler240	1546747901.951	    71.597	0	0	0	0	./wrapper1.sh \[-0.6,4.6,1171\] > conn.log
1170	wheeler236	1546747901.939	    72.116	0	0	0	0	./wrapper1.sh \[-0.6,4.4,1170\] > conn.log
1173	wheeler231	1546747913.721	    71.398	0	0	0	0	./wrapper1.sh \[-0.6,5.0,1173\] > conn.log
1172	wheeler233	1546747912.583	    72.874	0	0	0	0	./wrapper1.sh \[-0.6,4.8,1172\] > conn.log
1174	wheeler230	1546747915.114	    71.103	0	0	0	0	./wrapper1.sh \[-0.4,-5.0,1174\] > conn.log
1175	wheeler238	1546747915.481	    72.917	0	0	0	0	./wrapper1.sh \[-0.4,-4.8,1175\] > conn.log
1177	wheeler228	1546747960.223	    70.159	0	0	0	0	./wrapper1.sh \[-0.4,-4.4,1177\] > conn.log
1176	wheeler239	1546747960.138	    70.515	0	0	0	0	./wrapper1.sh \[-0.4,-4.6,1176\] > conn.log
1178	wheeler232	1546747964.564	    70.277	0	0	0	0	./wrapper1.sh \[-0.4,-4.2,1178\] > conn.log
1179	wheeler235	1546747965.359	    70.883	0	0	0	0	./wrapper1.sh \[-0.4,-4.0,1179\] > conn.log
1180	wheeler246	1546747965.858	    70.529	0	0	0	0	./wrapper1.sh \[-0.4,-3.8,1180\] > conn.log
1181	wheeler237	1546747966.243	    72.149	0	0	0	0	./wrapper1.sh \[-0.4,-3.6,1181\] > conn.log
1182	wheeler240	1546747973.560	    70.286	0	0	0	0	./wrapper1.sh \[-0.4,-3.4,1182\] > conn.log
1183	wheeler236	1546747974.067	    71.769	0	0	0	0	./wrapper1.sh \[-0.4,-3.2,1183\] > conn.log
1185	wheeler233	1546747985.469	    72.061	0	0	0	0	./wrapper1.sh \[-0.4,-2.8,1185\] > conn.log
1186	wheeler230	1546747986.230	    72.489	0	0	0	0	./wrapper1.sh \[-0.4,-2.6,1186\] > conn.log
1187	wheeler238	1546747988.408	    71.559	0	0	0	0	./wrapper1.sh \[-0.4,-2.4,1187\] > conn.log
1184	wheeler231	1546747985.128	    87.678	0	0	0	0	./wrapper1.sh \[-0.4,-3.0,1184\] > conn.log
1189	wheeler239	1546748030.665	    72.660	0	0	0	0	./wrapper1.sh \[-0.4,-2.0,1189\] > conn.log
1188	wheeler228	1546748030.399	    73.719	0	0	0	0	./wrapper1.sh \[-0.4,-2.2,1188\] > conn.log
1190	wheeler232	1546748034.854	    73.520	0	0	0	0	./wrapper1.sh \[-0.4,-1.8,1190\] > conn.log
1192	wheeler246	1546748036.399	    73.643	0	0	0	0	./wrapper1.sh \[-0.4,-1.4,1192\] > conn.log
1191	wheeler235	1546748036.254	    74.483	0	0	0	0	./wrapper1.sh \[-0.4,-1.6,1191\] > conn.log
1193	wheeler237	1546748038.404	    75.055	0	0	0	0	./wrapper1.sh \[-0.4,-1.2,1193\] > conn.log
1194	wheeler240	1546748043.858	    72.590	0	0	0	0	./wrapper1.sh \[-0.4,-1.0,1194\] > conn.log
1195	wheeler236	1546748045.848	    73.588	0	0	0	0	./wrapper1.sh \[-0.4,-0.8,1195\] > conn.log
1196	wheeler233	1546748057.543	    73.433	0	0	0	0	./wrapper1.sh \[-0.4,-0.6,1196\] > conn.log
1197	wheeler230	1546748058.731	    75.031	0	0	0	0	./wrapper1.sh \[-0.4,-0.4,1197\] > conn.log
1198	wheeler238	1546748059.979	    75.187	0	0	0	0	./wrapper1.sh \[-0.4,-0.2,1198\] > conn.log
1199	wheeler231	1546748072.822	    75.809	0	0	0	0	./wrapper1.sh \[-0.4,0.0,1199\] > conn.log
1200	wheeler239	1546748103.343	    75.975	0	0	0	0	./wrapper1.sh \[-0.4,0.2,1200\] > conn.log
1201	wheeler228	1546748104.130	    80.524	0	0	0	0	./wrapper1.sh \[-0.4,0.4,1201\] > conn.log
1202	wheeler232	1546748108.388	    78.345	0	0	0	0	./wrapper1.sh \[-0.4,0.6,1202\] > conn.log
1203	wheeler246	1546748110.195	    76.947	0	0	0	0	./wrapper1.sh \[-0.4,0.8,1203\] > conn.log
1204	wheeler235	1546748110.752	    78.230	0	0	0	0	./wrapper1.sh \[-0.4,1.0,1204\] > conn.log
1205	wheeler237	1546748113.476	    81.511	0	0	0	0	./wrapper1.sh \[-0.4,1.2,1205\] > conn.log
1206	wheeler240	1546748116.460	    79.818	0	0	0	0	./wrapper1.sh \[-0.4,1.4,1206\] > conn.log
1207	wheeler236	1546748119.448	    76.988	0	0	0	0	./wrapper1.sh \[-0.4,1.6,1207\] > conn.log
1208	wheeler233	1546748130.988	    78.338	0	0	0	0	./wrapper1.sh \[-0.4,1.8,1208\] > conn.log
1209	wheeler230	1546748133.810	    79.296	0	0	0	0	./wrapper1.sh \[-0.4,2.0,1209\] > conn.log
1210	wheeler238	1546748135.178	    78.577	0	0	0	0	./wrapper1.sh \[-0.4,2.2,1210\] > conn.log
1211	wheeler231	1546748148.645	    77.341	0	0	0	0	./wrapper1.sh \[-0.4,2.4,1211\] > conn.log
1212	wheeler239	1546748179.378	    74.872	0	0	0	0	./wrapper1.sh \[-0.4,2.6,1212\] > conn.log
1213	wheeler228	1546748184.667	    77.052	0	0	0	0	./wrapper1.sh \[-0.4,2.8,1213\] > conn.log
1214	wheeler232	1546748186.745	    77.103	0	0	0	0	./wrapper1.sh \[-0.4,3.0,1214\] > conn.log
1216	wheeler235	1546748189.051	    75.847	0	0	0	0	./wrapper1.sh \[-0.4,3.4,1216\] > conn.log
1215	wheeler246	1546748187.154	    78.096	0	0	0	0	./wrapper1.sh \[-0.4,3.2,1215\] > conn.log
1218	wheeler240	1546748196.290	    75.227	0	0	0	0	./wrapper1.sh \[-0.4,3.8,1218\] > conn.log
1219	wheeler236	1546748196.448	    75.470	0	0	0	0	./wrapper1.sh \[-0.4,4.0,1219\] > conn.log
1217	wheeler237	1546748195.061	    78.473	0	0	0	0	./wrapper1.sh \[-0.4,3.6,1217\] > conn.log
1220	wheeler233	1546748209.339	    74.885	0	0	0	0	./wrapper1.sh \[-0.4,4.2,1220\] > conn.log
1221	wheeler230	1546748213.119	    73.707	0	0	0	0	./wrapper1.sh \[-0.4,4.4,1221\] > conn.log
1222	wheeler238	1546748213.767	    73.312	0	0	0	0	./wrapper1.sh \[-0.4,4.6,1222\] > conn.log
1223	wheeler231	1546748225.997	    71.331	0	0	0	0	./wrapper1.sh \[-0.4,4.8,1223\] > conn.log
1224	wheeler239	1546748254.267	    72.111	0	0	0	0	./wrapper1.sh \[-0.4,5.0,1224\] > conn.log
1225	wheeler228	1546748261.733	    74.006	0	0	0	0	./wrapper1.sh \[-0.2,-5.0,1225\] > conn.log
1227	wheeler235	1546748265.199	    73.662	0	0	0	0	./wrapper1.sh \[-0.2,-4.6,1227\] > conn.log
1228	wheeler246	1546748265.262	    73.687	0	0	0	0	./wrapper1.sh \[-0.2,-4.4,1228\] > conn.log
1230	wheeler236	1546748271.930	    72.829	0	0	0	0	./wrapper1.sh \[-0.2,-4.0,1230\] > conn.log
1229	wheeler240	1546748271.531	    73.986	0	0	0	0	./wrapper1.sh \[-0.2,-4.2,1229\] > conn.log
1231	wheeler237	1546748273.547	    73.238	0	0	0	0	./wrapper1.sh \[-0.2,-3.8,1231\] > conn.log
1232	wheeler233	1546748284.237	    75.190	0	0	0	0	./wrapper1.sh \[-0.2,-3.6,1232\] > conn.log
1233	wheeler230	1546748286.841	    74.057	0	0	0	0	./wrapper1.sh \[-0.2,-3.4,1233\] > conn.log
1234	wheeler238	1546748287.092	    73.819	0	0	0	0	./wrapper1.sh \[-0.2,-3.2,1234\] > conn.log
1235	wheeler231	1546748297.341	    73.998	0	0	0	0	./wrapper1.sh \[-0.2,-3.0,1235\] > conn.log
